Product Title,Product MRP,Discounted Price,Product Image URL,Product URL,Product Rating,Rating Count
Men Woven Design Sneakers,Rs.4499,Rs.1484,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/22355668/2023/3/16/e28d72e0-cf85-4a0d-bd1c-91fe50b93b6e1678975734740JackJonesMenBlackWovenDesignSneakers1.jpg",https://www.myntra.comcasual-shoes/jack+%26+jones/jack--jones-men-woven-design-sneakers/22355668/buy,3.5,36
Men FusionX Running Shoes,Rs.3999,Rs.1599,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/26027390/2023/11/30/88f8c2c1-8db9-41b5-aecc-0ef9f6ff05dc1701327567117-Puma-FusionX-7821701327566871-1.jpg",https://www.myntra.comsports-shoes/puma/puma-men-fusionx-running-shoes/26027390/buy,4.1,294
Men Walking Shoes,Rs.6499,Rs.1624,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/29996643/2024/6/19/4e36366f-1820-47b5-9558-2767bac4b9941718801552326RedTapeMenMeshRunningNon-MarkingShoes1.jpg",https://www.myntra.comsports-shoes/red+tape/red-tape-men-walking-shoes/29996643/buy,4.4,1.1k
Men Perforations Sneakers,Rs.5599,Rs.1679,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/24965728/2023/9/13/ee31b290-5fa0-48fb-8650-71f824c6d37b1694608613523CasualShoes1.jpg",https://www.myntra.comcasual-shoes/red+tape/red-tape-men-perforations-sneakers/24965728/buy,4.4,7.2k
Unisex Woven Design Sneakers,Rs.4299,Rs.1699,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/27943468/2024/3/1/d63572bd-f338-4dd0-8cb8-8ede7246d9751709266586607NEEMANSUnisexWovenDesignSneakers1.jpg",https://www.myntra.comcasual-shoes/neemans/neemans-unisex-woven-design-sneakers/27943468/buy,4.5,67
Women Smasher Sneakers,Rs.4499,Rs.1799,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/26504812/2024/3/22/c0b607a6-0805-461c-b062-a842ecf35a101711100189455-Puma-Smasher-Womens-Sneakers-7471711100189087-1.jpg",https://www.myntra.comcasual-shoes/puma/puma-women-perforations-smasher-sneakers/26504812/buy,4.3,55
Men Forza Running Shoes,Rs.4499,Rs.1799,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17663240/2022/10/13/dac62525-653c-42ea-b640-abd86ee85f741665652860315-Puma--Men-Grey-Solid-Woven-Design-Forza-Running-Shoes-200166-1.jpg",https://www.myntra.comsports-shoes/puma/-puma--men-grey-solid-woven-design-forza-running-shoes/17663240/buy,4.2,4.4k
Women Running Shoes,Rs.2499,Rs.1999,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/28744076/2024/6/4/d55ce6de-2ab3-4520-9038-0635534eec191717493322224-Women-Running-Shoes-Jogflow-1001--Black-8631717493321920-1.jpg",https://www.myntra.comsports-shoes/kalenji+by+decathlon/kalenji-by-decathlon-women-running-non-marking-shoes/28744076/buy,4.5,13
Unisex X1 Training Shoe,Rs.4999,Rs.1999,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16557792/2022/7/28/3ee058a1-09c7-41e7-b236-05265dd45ce81658999986287-Cultsport-Unisex-Grey--Orange-X1-Training-Shoes-981165899998-12.jpg",https://www.myntra.comsports-shoes/cultsport/cultsport-unisex-grey--orange-x1-training-shoes/16557792/buy,4.4,289
GEL-Contend 4B+ Running Shoes,Rs.3499,Rs.2099,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21249004/2022/12/19/b707dcf5-1840-47d4-80de-de64c800ba2e1671466506806ASICSGEL-Contend4BBlueMensRunningShoes1.jpg",https://www.myntra.comsports-shoes/asics/asics-men-gel-contend-4b-running-non-marking-shoes/21249004/buy,4.6,38
